order,id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,image_url,state,lat,long,posting_date
20938,7301949137,https://littlerock.craigslist.org/ctd/d/little-rock-2017-chrysler-limited-sedan/7301949137.html,little rock,https://littlerock.craigslist.org,20990,2017,chrysler,300 limited sedan 4d,good,6 cylinders,gas,32293,clean,other,2C3CCAAG6HH541670,rwd,sedan,black,https://images.craigslist.org/00505_bsPfyhEAtmiz_0gw0co_600x450.jpg,ar,34.72,-92.35,2021-04-05T03:41:11-0500
20953,7301591210,https://littlerock.craigslist.org/ctd/d/little-rock-2020-hyundai-sonata-se/7301591210.html,little rock,https://littlerock.craigslist.org,22990,2020,hyundai,sonata se sedan 4d,good,,gas,3066,clean,other,5NPEG4JAXLH051710,fwd,sedan,blue,https://images.craigslist.org/00u0u_eRGgkSql5lgz_0gw0co_600x450.jpg,ar,34.72,-92.35,2021-04-04T04:21:38-0500
20954,7301591211,https://littlerock.craigslist.org/ctd/d/little-rock-2018-acura-rdx-sport/7301591211.html,little rock,https://littlerock.craigslist.org,25590,2018,acura,rdx sport utility 4d,good,,other,31943,clean,other,5J8TB3H3XJL009684,fwd,other,white,https://images.craigslist.org/00303_lST4NuzrzYnz_0gw0co_600x450.jpg,ar,34.72,-92.35,2021-04-04T04:21:38-0500
20956,7301591198,https://littlerock.craigslist.org/ctd/d/little-rock-2020-acura-mdx-advance-pkg/7301591198.html,little rock,https://littlerock.craigslist.org,45590,2020,acura,mdx advance pkg sport,good,6 cylinders,gas,3687,clean,other,5J8YD3H8XLL007383,fwd,SUV,white,https://images.craigslist.org/00x0x_cZXCbCK8u27z_0gw0co_600x450.jpg,ar,34.72,-92.35,2021-04-04T04:21:34-0500
20959,7301591158,https://littlerock.craigslist.org/ctd/d/little-rock-2020-buick-enclave-avenir/7301591158.html,little rock,https://littlerock.craigslist.org,41590,2020,buick,enclave avenir sport,good,6 cylinders,gas,29010,clean,other,5GAERDKWXLJ231184,fwd,SUV,red,https://images.craigslist.org/00x0x_3ZZqoFH4B0uz_0gw0co_600x450.jpg,ar,34.72,-92.35,2021-04-04T04:21:20-0500
20960,7301591131,https://littlerock.craigslist.org/ctd/d/little-rock-2017-lexus-rx-rx-350-sport/7301591131.html,little rock,https://littlerock.craigslist.org,31590,2017,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,28185,clean,other,2T2ZZMCAXHC078839,fwd,SUV,silver,https://images.craigslist.org/00B0B_91Ym0HcAPgwz_0gw0co_600x450.jpg,ar,34.72,-92.35,2021-04-04T04:21:08-0500
20966,7316762606,https://texarkana.craigslist.org/ctd/d/atlanta-2016-chevy-chevrolet-colorado/7316762606.html,texarkana,https://texarkana.craigslist.org,29990,2016,chevrolet,colorado extended cab,good,6 cylinders,gas,17302,clean,other,1GCHTCE37G1186784,4wd,pickup,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-04T11:11:29-0500
20968,7316762501,https://texarkana.craigslist.org/ctd/d/atlanta-2016-kia-forte-koup-ex-coupe-2d/7316762501.html,texarkana,https://texarkana.craigslist.org,16990,2016,kia,forte koup ex coupe 2d,good,,gas,17631,clean,other,KNAFX6A8XG5647822,fwd,coupe,,https://images.craigslist.org/00n0n_6HNRoAHPcHvz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-04T11:11:22-0500
20976,7316218287,https://texarkana.craigslist.org/ctd/d/atlanta-2017-mazda-mx5-miata-club/7316218287.html,texarkana,https://texarkana.craigslist.org,26990,2017,mazda,mx-5 miata club,good,,gas,4114,clean,other,JM1NDAC79H0120996,rwd,other,,https://images.craigslist.org/00I0I_2I8XeNiEVAuz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-03T10:31:14-0500
20977,7316205910,https://texarkana.craigslist.org/ctd/d/atlanta-2019-jeep-wrangler-sport-suv-2d/7316205910.html,texarkana,https://texarkana.craigslist.org,33990,2019,jeep,wrangler sport suv 2d,good,6 cylinders,gas,7359,clean,other,1C4GJXAGXKW590790,4wd,other,white,https://images.craigslist.org/00v0v_1tOZun7DEJLz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-03T10:11:23-0500
20982,7315699768,https://texarkana.craigslist.org/ctd/d/atlanta-2016-chevy-chevrolet-cruze/7315699768.html,texarkana,https://texarkana.craigslist.org,15590,2016,chevrolet,cruze limited 1lt,good,,gas,7076,clean,automatic,1G1PE5SB2G7164646,fwd,sedan,blue,https://images.craigslist.org/00F0F_4quPl37yOxBz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-02T07:55:33-0500
20984,7315699680,https://texarkana.craigslist.org/ctd/d/atlanta-2020-ford-mustang-ecoboost/7315699680.html,texarkana,https://texarkana.craigslist.org,30590,2020,ford,mustang ecoboost,good,,gas,30588,clean,other,1FATP8UH0L5119378,rwd,other,silver,https://images.craigslist.org/00b0b_Hv9gqWP6jcz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-02T07:55:23-0500
20986,7315391290,https://texarkana.craigslist.org/ctd/d/atlanta-2017-toyota-tacoma-access-cab/7315391290.html,texarkana,https://texarkana.craigslist.org,34590,2017,toyota,tacoma access cab trd,good,6 cylinders,gas,20097,clean,other,5TFSZ5AN7HX071849,4wd,pickup,,https://images.craigslist.org/00u0u_3kQSxWMDxTqz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-01T12:41:13-0500
20987,7315391278,https://texarkana.craigslist.org/ctd/d/atlanta-2016-chevy-chevrolet-camaro-ss/7315391278.html,texarkana,https://texarkana.craigslist.org,37990,2016,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,9704,clean,other,1G1FF1R79G0140582,rwd,coupe,red,https://images.craigslist.org/00i0i_5fpVmidrepGz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-01T12:41:13-0500
20989,7315385363,https://texarkana.craigslist.org/ctd/d/atlanta-2013-mercedes-benz-class-550/7315385363.html,texarkana,https://texarkana.craigslist.org,25990,2013,mercedes-benz,e-class e 550,good,8 cylinders,gas,42045,clean,automatic,WDDKJ7DB6DF216826,rwd,coupe,white,https://images.craigslist.org/00r0r_37ZLYnRy02lz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-05-01T12:31:25-0500
20993,7314759270,https://texarkana.craigslist.org/ctd/d/atlanta-2015-vw-volkswagen-golf-tdi-sel/7314759270.html,texarkana,https://texarkana.craigslist.org,17990,2015,volkswagen,golf tdi sel,good,,diesel,51482,clean,other,3VW2A7AU4FM096184,fwd,sedan,white,https://images.craigslist.org/00000_KNY0kE0TqAz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-30T08:31:15-0500
20994,7314759266,https://texarkana.craigslist.org/ctd/d/atlanta-2011-chevy-chevrolet-corvette/7314759266.html,texarkana,https://texarkana.craigslist.org,38590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,30237,clean,other,1G1YR3DW3B5102190,rwd,other,red,https://images.craigslist.org/00U0U_kKYnS1LWh82z_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-30T08:31:15-0500
20995,7314759235,https://texarkana.craigslist.org/ctd/d/atlanta-2016-toyota-tundra-double-cab/7314759235.html,texarkana,https://texarkana.craigslist.org,37990,2016,toyota,tundra double cab sr,good,8 cylinders,gas,22870,clean,other,5TFUM5F13GX069124,4wd,pickup,black,https://images.craigslist.org/00r0r_dSlT4SmYWIz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-30T08:31:12-0500
20996,7314597564,https://texarkana.craigslist.org/ctd/d/atlanta-2014-ford-f150-supercrew-cab/7314597564.html,texarkana,https://texarkana.craigslist.org,31590,2014,ford,f150 supercrew cab fx4,good,8 cylinders,other,54152,clean,other,1FTFW1EF7EKF88437,4wd,pickup,blue,https://images.craigslist.org/00O0O_fVqe8nCx7xrz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-29T18:41:33-0500
20997,7314597469,https://texarkana.craigslist.org/ctd/d/atlanta-2015-vw-volkswagen-beetle-18t/7314597469.html,texarkana,https://texarkana.craigslist.org,16590,2015,volkswagen,beetle 1.8t fleet,good,,gas,39649,clean,other,3VWF17AT1FM655022,fwd,hatchback,black,https://images.craigslist.org/00606_fR2RJyJsKyvz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-29T18:41:24-0500
20998,7314597462,https://texarkana.craigslist.org/ctd/d/atlanta-2012-toyota-tacoma-double-cab/7314597462.html,texarkana,https://texarkana.craigslist.org,29990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182,clean,other,3TMLU4EN4CM085701,4wd,pickup,white,https://images.craigslist.org/01515_1LJpwcqvjhDz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-29T18:41:23-0500
21009,7313733792,https://texarkana.craigslist.org/ctd/d/atlanta-2019-nissan-370z-nismo-coupe-2d/7313733792.html,texarkana,https://texarkana.craigslist.org,39990,2019,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373,clean,other,JN1AZ4EH8KM420880,rwd,coupe,white,https://images.craigslist.org/00v0v_ihZKB5WEx8Rz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-28T05:52:27-0500
21010,7313733794,https://texarkana.craigslist.org/ctd/d/atlanta-2020-dodge-challenger-t-coupe/7313733794.html,texarkana,https://texarkana.craigslist.org,35990,2020,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,1548,clean,other,2C3CDZBT9LH119053,rwd,coupe,black,https://images.craigslist.org/00o0o_cB4FCQdnmowz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-28T05:52:28-0500
21023,7313237230,https://texarkana.craigslist.org/ctd/d/atlanta-2019-tesla-model-standard-range/7313237230.html,texarkana,https://texarkana.craigslist.org,37990,2019,tesla,model 3 standard range,good,,other,8350,clean,other,5YJ3E1EA3KF474180,rwd,sedan,white,https://images.craigslist.org/00E0E_6kpqW6Z8e3uz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-27T06:31:23-0500
21029,7312702715,https://texarkana.craigslist.org/ctd/d/atlanta-2020-jeep-wrangler-sport-suv-2d/7312702715.html,texarkana,https://texarkana.craigslist.org,34990,2020,jeep,wrangler sport suv 2d,good,6 cylinders,gas,3181,clean,other,1C4GJXAG5LW175801,4wd,other,,https://images.craigslist.org/00f0f_d8xhIBVcevpz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-26T05:41:00-0500
21030,7312702708,https://texarkana.craigslist.org/ctd/d/atlanta-2018-jeep-wrangler-unlimited/7312702708.html,texarkana,https://texarkana.craigslist.org,34990,2018,jeep,wrangler unlimited all new,good,,other,13992,clean,other,1C4HJXDG1JW171810,4wd,other,,https://images.craigslist.org/00o0o_iP6TkKggsWnz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-26T05:40:58-0500
21036,7312254839,https://texarkana.craigslist.org/ctd/d/atlanta-2019-mazda-mx5-miata-grand/7312254839.html,texarkana,https://texarkana.craigslist.org,29990,2019,mazda,mx-5 miata grand touring,good,,gas,5247,clean,other,JM1NDAD77K0311175,rwd,other,,https://images.craigslist.org/00r0r_2CQljNqj22vz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-25T06:11:17-0500
21037,7312254812,https://texarkana.craigslist.org/ctd/d/atlanta-2018-ford-mustang-gt-coupe-2d/7312254812.html,texarkana,https://texarkana.craigslist.org,32990,2018,ford,mustang gt coupe 2d,good,8 cylinders,gas,27726,clean,other,1FA6P8CF8J5184067,rwd,coupe,red,https://images.craigslist.org/00f0f_2GrM2DZHy8Wz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-25T06:11:10-0500
21040,7311767775,https://texarkana.craigslist.org/ctd/d/atlanta-2017-chevy-chevrolet-camaro-ss/7311767775.html,texarkana,https://texarkana.craigslist.org,39590,2017,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,10496,clean,other,1G1FE1R71H0109878,rwd,coupe,white,https://images.craigslist.org/00u0u_6q9Mzhapp2Gz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-24T05:43:28-0500
21041,7311767744,https://texarkana.craigslist.org/ctd/d/atlanta-2017-ford-expedition-xlt-sport/7311767744.html,texarkana,https://texarkana.craigslist.org,29590,2017,ford,expedition xlt sport,good,6 cylinders,gas,70760,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-24T05:43:21-0500
21050,7311255584,https://texarkana.craigslist.org/ctd/d/atlanta-2012-mercedes-benz-class-63-amg/7311255584.html,texarkana,https://texarkana.craigslist.org,33990,2012,mercedes-benz,e-class e 63 amg,good,8 cylinders,gas,88107,clean,automatic,WDDHF7EB7CA570344,rwd,sedan,white,https://images.craigslist.org/00303_3wyqIoIZtLYz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-23T06:20:48-0500
21051,7311255586,https://texarkana.craigslist.org/ctd/d/atlanta-2013-chevy-chevrolet-corvette/7311255586.html,texarkana,https://texarkana.craigslist.org,38990,2013,chevrolet,corvette grand sport,good,8 cylinders,gas,51525,clean,other,1G1YW3DW6D5106133,rwd,other,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-23T06:20:49-0500
21053,7310742376,https://texarkana.craigslist.org/ctd/d/atlanta-2018-infiniti-qx60-35-sport/7310742376.html,texarkana,https://texarkana.craigslist.org,33590,2018,infiniti,qx60 3.5 sport utility,good,,other,20609,clean,other,5N1DL0MN7JC509514,fwd,other,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-22T05:20:29-0500
21055,7310741407,https://texarkana.craigslist.org/ctd/d/atlanta-2017-infiniti-qx60-35-sport/7310741407.html,texarkana,https://texarkana.craigslist.org,29590,2017,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,31153,clean,other,5N1DL0MN6HC541462,fwd,other,black,https://images.craigslist.org/01616_cOdZtbYngeRz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-22T05:11:06-0500
21060,7310227291,https://texarkana.craigslist.org/ctd/d/atlanta-2016-hyundai-sonata-eco-sedan/7310227291.html,texarkana,https://texarkana.craigslist.org,16590,2016,hyundai,sonata eco sedan 4d,good,,gas,39763,clean,other,5NPE24AAXGH436317,fwd,sedan,white,https://images.craigslist.org/01616_arIGe3CiOtMz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-21T05:11:17-0500
21065,7309694643,https://texarkana.craigslist.org/ctd/d/atlanta-2016-buick-enclave-leather/7309694643.html,texarkana,https://texarkana.craigslist.org,18990,2016,buick,enclave leather sport,good,,other,99816,clean,other,5GAKRBKD9GJ231771,fwd,other,silver,https://images.craigslist.org/00e0e_3BDEM6LxTGvz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-20T05:11:04-0500
21071,7309124586,https://texarkana.craigslist.org/ctd/d/atlanta-2015-mitsubishi-outlander-gt/7309124586.html,texarkana,https://texarkana.craigslist.org,17990,2015,mitsubishi,outlander gt sport,good,6 cylinders,gas,59014,clean,other,JA4JZ4AX3FZ014258,4wd,other,silver,https://images.craigslist.org/00m0m_14UQsmE1qL8z_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-19T05:11:10-0500
21073,7308902896,https://texarkana.craigslist.org/cto/d/texarkana-2018-ford-f150/7308902896.html,texarkana,https://texarkana.craigslist.org,38990,2018,ford,f-150,like new,6 cylinders,gas,43200,clean,automatic,1FTEW1CG8JKF02148,rwd,truck,white,https://images.craigslist.org/01111_6LXU8l9r33oz_0ak07K_600x450.jpg,ar,33.428447,-94.040163,2021-04-18T14:55:22-0500
21075,7308650072,https://texarkana.craigslist.org/ctd/d/atlanta-2019-ford-f250-super-duty/7308650072.html,texarkana,https://texarkana.craigslist.org,40590,2019,ford,f250 super duty regular cab,good,8 cylinders,other,9313,clean,other,1FTBF2B65KEC91136,4wd,pickup,white,https://images.craigslist.org/01010_5JjwyfgNcrjz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-18T05:20:33-0500
21076,7308650028,https://texarkana.craigslist.org/ctd/d/atlanta-2020-mazda-mx5-miata-grand/7308650028.html,texarkana,https://texarkana.craigslist.org,31990,2020,mazda,mx-5 miata grand touring,good,,gas,2408,clean,other,JM1NDAD73L0412540,rwd,other,white,https://images.craigslist.org/00n0n_gyBDVHKRSXmz_0gw0co_600x450.jpg,ar,33.779214,-84.411811,2021-04-18T05:20:20-0500
21077,7308650015,https://texarkana.craigslist.org/ctd/d/atlanta-2017-ford-mustang-v6/7308650015.html,texarkana,https://texarkana.craigslist.org,25590,2017,ford,mustang v6 convertible 2d,good,6 cylinders,gas,11325,clean,other,1FATP8EM6H5342611,rwd,convertible,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-18T05:20:16-0500
21078,7308265345,https://texarkana.craigslist.org/ctd/d/bossier-city-2010-toyota-camry-base/7308265345.html,texarkana,https://texarkana.craigslist.org,7900,2010,toyota,camry,excellent,4 cylinders,gas,114093,clean,automatic,4T1BF3EKXAU030230,fwd,sedan,grey,https://images.craigslist.org/00m0m_k36HCki9093z_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:47:02-0500
21079,7308265235,https://texarkana.craigslist.org/ctd/d/bossier-city-2017-ram-1500-slt-big-horn/7308265235.html,texarkana,https://texarkana.craigslist.org,25900,2017,ram,1500,excellent,8 cylinders,gas,92904,clean,automatic,1C6RR6TT6HS821813,rwd,pickup,white,https://images.craigslist.org/01717_8cKTjKLkaoMz_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:46:52-0500
21080,7308265130,https://texarkana.craigslist.org/ctd/d/bossier-city-2013-mercedes-benz-class/7308265130.html,texarkana,https://texarkana.craigslist.org,14900,2013,mercedes-benz,c-class,excellent,4 cylinders,gas,82190,clean,automatic,WDDGJ4HB6DG006428,rwd,coupe,silver,https://images.craigslist.org/00s0s_iwRa01wnutjz_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:46:43-0500
21081,7308265049,https://texarkana.craigslist.org/ctd/d/bossier-city-2008-lexus-rx-400h/7308265049.html,texarkana,https://texarkana.craigslist.org,10900,2008,lexus,rx,excellent,6 cylinders,hybrid,103973,clean,automatic,JTJGW31U782007427,fwd,SUV,silver,https://images.craigslist.org/00q0q_iyz0dQRULNAz_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:46:34-0500
21082,7308264953,https://texarkana.craigslist.org/ctd/d/bossier-city-2016-hyundai-veloster-turbo/7308264953.html,texarkana,https://texarkana.craigslist.org,13900,2016,hyundai,veloster,excellent,4 cylinders,gas,86088,clean,automatic,KMHTC6AE1GU278454,fwd,coupe,black,https://images.craigslist.org/00Z0Z_lMJKdcRfpnLz_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:46:25-0500
21083,7308264868,https://texarkana.craigslist.org/ctd/d/bossier-city-2012-honda-cr-exl/7308264868.html,texarkana,https://texarkana.craigslist.org,12900,2012,honda,cr-v,excellent,4 cylinders,gas,145786,clean,automatic,5J6RM3H76CL043947,fwd,SUV,black,https://images.craigslist.org/00f0f_7vLD95Shyz6z_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:46:16-0500
21084,7308264728,https://texarkana.craigslist.org/ctd/d/bossier-city-2013-honda-civic-lx/7308264728.html,texarkana,https://texarkana.craigslist.org,12900,2013,honda,civic,excellent,4 cylinders,gas,72496,clean,automatic,19XFB2F5XDE069388,fwd,sedan,white,https://images.craigslist.org/00p0p_3idbd3a5451z_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:46:05-0500
21085,7308264629,https://texarkana.craigslist.org/ctd/d/bossier-city-2016-honda-pilot-touring/7308264629.html,texarkana,https://texarkana.craigslist.org,23900,2016,honda,pilot,excellent,6 cylinders,gas,109180,clean,automatic,5FNYF6H93GB068019,4wd,SUV,white,https://images.craigslist.org/00T0T_ptDbEoQ9W7z_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:45:56-0500
21086,7308264548,https://texarkana.craigslist.org/ctd/d/bossier-city-2016-honda-accord-lx/7308264548.html,texarkana,https://texarkana.craigslist.org,16900,2016,honda,accord,excellent,4 cylinders,gas,68220,clean,automatic,1HGCR2F34GA095779,fwd,sedan,blue,https://images.craigslist.org/00m0m_6XKfVMA6bIjz_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:45:48-0500
21087,7308264455,https://texarkana.craigslist.org/ctd/d/bossier-city-2001-ford-f150/7308264455.html,texarkana,https://texarkana.craigslist.org,5900,2001,ford,f150,excellent,8 cylinders,gas,165417,clean,automatic,1FTRX17W41NB64214,rwd,pickup,blue,https://images.craigslist.org/00B0B_4T0Tl6X3Aegz_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:45:39-0500
21088,7308264350,https://texarkana.craigslist.org/ctd/d/bossier-city-2003-chevrolet-trailblazer/7308264350.html,texarkana,https://texarkana.craigslist.org,5900,2003,chevrolet,trailblazer,excellent,6 cylinders,gas,89714,clean,automatic,1GNDS13S432404742,rwd,SUV,blue,https://images.craigslist.org/00W0W_dRNBnxnCqX6z_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:45:29-0500
21089,7308264226,https://texarkana.craigslist.org/ctd/d/bossier-city-2006-acura-32tl/7308264226.html,texarkana,https://texarkana.craigslist.org,7900,2006,acura,3.2tl,excellent,6 cylinders,gas,155690,clean,automatic,19UUA66236A002159,fwd,sedan,grey,https://images.craigslist.org/00T0T_dRlQFfkWiR2z_0cU09G_600x450.jpg,ar,32.532619,-93.719604,2021-04-17T10:45:20-0500
21095,7308140659,https://texarkana.craigslist.org/ctd/d/atlanta-2016-bmw-series-340i-sedan-4d/7308140659.html,texarkana,https://texarkana.craigslist.org,27990,2016,bmw,3 series 340i sedan 4d,good,,gas,46057,clean,other,WBA8B3G53GNT91767,rwd,sedan,blue,https://images.craigslist.org/00X0X_9v3c6DbGAiMz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-17T05:11:01-0500
21097,7308140631,https://texarkana.craigslist.org/ctd/d/atlanta-2011-bmw-series-328i/7308140631.html,texarkana,https://texarkana.craigslist.org,17590,2011,bmw,3 series 328i convertible 2d,good,,gas,69457,clean,other,WBADW3C51BE538704,rwd,convertible,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-17T05:10:55-0500
21107,7307369688,https://texarkana.craigslist.org/cto/d/hope-2012-ford-focus-door-hatchback/7307369688.html,texarkana,https://texarkana.craigslist.org,5500,2012,ford,focus,good,4 cylinders,gas,155920,clean,automatic,1FAHP3N28CL101788,fwd,hatchback,white,https://images.craigslist.org/00k0k_lnsRbsFyiPAz_07K0ak_600x450.jpg,ar,33.6736,-93.6068,2021-04-15T14:56:03-0500
21110,7307083408,https://texarkana.craigslist.org/ctd/d/atlanta-2016-jeep-wrangler-rubicon/7307083408.html,texarkana,https://texarkana.craigslist.org,30590,2016,jeep,wrangler rubicon sport,good,6 cylinders,gas,59322,clean,other,1C4BJWCGXGL165497,4wd,SUV,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-15T05:11:00-0500
21111,7307083409,https://texarkana.craigslist.org/ctd/d/atlanta-2015-ford-f150-supercrew-cab/7307083409.html,texarkana,https://texarkana.craigslist.org,37990,2015,ford,f150 supercrew cab king,good,,other,54520,clean,other,1FTEW1EF7FKD55459,4wd,pickup,brown,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-15T05:11:00-0500
21112,7307083362,https://texarkana.craigslist.org/ctd/d/atlanta-2018-chevy-chevrolet-camaro-ss/7307083362.html,texarkana,https://texarkana.craigslist.org,38990,2018,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,5157,clean,other,1G1FE1R73J0151801,rwd,coupe,,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-15T05:10:49-0500
21116,7306052935,https://texarkana.craigslist.org/ctd/d/atlanta-2018-hyundai-sonata-se-sedan-4d/7306052935.html,texarkana,https://texarkana.craigslist.org,17990,2018,hyundai,sonata se sedan 4d,good,,gas,17897,clean,other,5NPE24AFXJH673876,fwd,sedan,silver,https://images.craigslist.org/00101_11iBNn8d1Naz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-13T05:11:08-0500
21117,7306052925,https://texarkana.craigslist.org/ctd/d/atlanta-2017-lincoln-mkz-premiere-sedan/7306052925.html,texarkana,https://texarkana.craigslist.org,22990,2017,lincoln,mkz premiere sedan 4d,good,,gas,13210,clean,other,3LN6L5A92HR656798,fwd,sedan,black,https://images.craigslist.org/00t0t_3WKONZZKwdz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-13T05:11:05-0500
21121,7305977211,https://texarkana.craigslist.org/cto/d/new-boston-2004-dodge-2500-cummins/7305977211.html,texarkana,https://texarkana.craigslist.org,12500,2004,dodge,2500,excellent,6 cylinders,diesel,246598,clean,automatic,3D7KA28C04G201968,rwd,pickup,black,https://images.craigslist.org/00x0x_daEYQ72a68Iz_0jm0ew_600x450.jpg,ar,33.461968,-94.419886,2021-04-12T20:25:04-0500
21127,7305425578,https://texarkana.craigslist.org/ctd/d/el-dorado-honda-accord-ex-video/7305425578.html,texarkana,https://texarkana.craigslist.org,6999,2004,honda,accord ex-l,good,6 cylinders,gas,158035,clean,automatic,1HGCM66564A004174,fwd,sedan,grey,https://images.craigslist.org/00Y0Y_8RkyM0rVFq8z_0qt0hE_600x450.jpg,ar,33.211645,-92.656696,2021-04-11T19:22:33-0500
21133,7305070855,https://texarkana.craigslist.org/ctd/d/atlanta-2018-mitsubishi-outlander-es/7305070855.html,texarkana,https://texarkana.craigslist.org,19990,2018,mitsubishi,outlander es sport,good,,other,15207,clean,automatic,JA4AZ3A35JZ071254,4wd,SUV,,https://images.craigslist.org/00Q0Q_fMn5T4Ts0x5z_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-11T06:00:57-0500
21135,7304575398,https://texarkana.craigslist.org/ctd/d/atlanta-2018-honda-civic-si-sedan-4d/7304575398.html,texarkana,https://texarkana.craigslist.org,22990,2018,honda,civic si sedan 4d,good,,other,39082,clean,other,2HGFC1E54JH702140,fwd,sedan,red,https://images.craigslist.org/00404_hAMpH6zd5yXz_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-10T05:21:12-0500
21136,7304575384,https://texarkana.craigslist.org/ctd/d/atlanta-2018-ford-mustang-gt-premium/7304575384.html,texarkana,https://texarkana.craigslist.org,34990,2018,ford,mustang gt premium,good,8 cylinders,gas,18650,clean,other,1FATP8FF5J5115190,rwd,convertible,black,https://images.craigslist.org/00N0N_3UIW7jqJYo7z_0gw0co_600x450.jpg,ar,33.7865,-84.4454,2021-04-10T05:21:09-0500
